date,year,month,department,account,amount
2024-09-01,2024,9,人事部,市场费用,-773943.52
2024-09-01,2024,9,人事部,研发支出,-1374527.87
2024-09-01,2024,9,人事部,运营支出,-669331.82
2024-09-01,2024,9,人事部,管理费用,-533166.27
2024-10-01,2024,10,销售部,主营业务收入,4644814.46
2024-10-01,2024,10,销售部,销售成本,-2036246.91
2024-10-01,2024,10,销售部,市场费用,-845826.73
2024-10-01,2024,10,销售部,研发支出,-1400567.89
2024-10-01,2024,10,销售部,运营支出,-607179.36
2024-10-01,2024,10,销售部,管理费用,-470944.5
2024-10-01,2024,10,市场部,主营业务收入,4980549.67
2024-10-01,2024,10,市场部,销售成本,-2124349.25
2024-10-01,2024,10,市场部,市场费用,-727249.06
2024-10-01,2024,10,市场部,研发支出,-1380514.74
2024-10-01,2024,10,市场部,运营支出,-592327.36
2024-10-01,2024,10,市场部,管理费用,-469249.75
2024-10-01,2024,10,研发部,主营业务收入,4884414.85
2024-10-01,2024,10,研发部,销售成本,-2122886.47
2024-10-01,2024,10,研发部,市场费用,-787428.68
2024-10-01,2024,10,研发部,研发支出,-1376732.05
2024-10-01,2024,10,研发部,运营支出,-670040.32
2024-10-01,2024,10,研发部,管理费用,-505759.85
2024-10-01,2024,10,运营部,主营业务收入,4853679.28
2024-10-01,2024,10,运营部,销售成本,-2309317.4
2024-10-01,2024,10,运营部,市场费用,-665773.24
2024-10-01,2024,10,运营部,研发支出,-1431460.54
2024-10-01,2024,10,运营部,运营支出,-608548.28
2024-10-01,2024,10,运营部,管理费用,-507346.23
2024-10-01,2024,10,人事部,主营业务收入,4843170.97
2024-10-01,2024,10,人事部,销售成本,-2292059.88
2024-10-01,2024,10,人事部,市场费用,-822201.77
2024-10-01,2024,10,人事部,研发支出,-1448443.67
2024-10-01,2024,10,人事部,运营支出,-563208.23
2024-10-01,2024,10,人事部,管理费用,-527788.54
2024-11-01,2024,11,销售部,主营业务收入,4840916.47
2024-11-01,2024,11,销售部,销售成本,-2038012.95
2024-11-01,2024,11,销售部,市场费用,-917131.63
2024-11-01,2024,11,销售部,研发支出,-1446440.8
2024-11-01,2024,11,销售部,运营支出,-680650.36
2024-11-01,2024,11,销售部,管理费用,-499508.64
2024-11-01,2024,11,市场部,主营业务收入,5296742.42
2024-11-01,2024,11,市场部,销售成本,-2336490.73
2024-11-01,2024,11,市场部,市场费用,-777837.23
2024-11-01,2024,11,市场部,研发支出,-1310064.07
2024-11-01,2024,11,市场部,运营支出,-617393.27
2024-11-01,2024,11,市场部,管理费用,-507110.08
2024-11-01,2024,11,研发部,主营业务收入,5098170.55
2024-11-01,2024,11,研发部,销售成本,-2200086.6
2024-11-01,2024,11,研发部,市场费用,-766970.15
2024-11-01,2024,11,研发部,研发支出,-1365890.94
2024-11-01,2024,11,研发部,运营支出,-628988.51
2024-11-01,2024,11,研发部,管理费用,-422517.85
2024-11-01,2024,11,运营部,主营业务收入,4488442.65
2024-11-01,2024,11,运营部,销售成本,-1996475.68
2024-11-01,2024,11,运营部,市场费用,-671045.62
2024-11-01,2024,11,运营部,研发支出,-1392000.51
2024-11-01,2024,11,运营部,运营支出,-623533.85
2024-11-01,2024,11,运营部,管理费用,-513122.28
2024-11-01,2024,11,人事部,主营业务收入,4634416.05
2024-11-01,2024,11,人事部,销售成本,-2011665.35
2024-11-01,2024,11,人事部,市场费用,-810570.0
2024-11-01,2024,11,人事部,研发支出,-1428707.47
2024-11-01,2024,11,人事部,运营支出,-624321.45
2024-11-01,2024,11,人事部,管理费用,-464517.51
2024-12-01,2024,12,销售部,主营业务收入,5248362.19
2024-12-01,2024,12,销售部,销售成本,-2219872.79
2024-12-01,2024,12,销售部,市场费用,-736242.87
2024-12-01,2024,12,销售部,研发支出,-1364898.66
2024-12-01,2024,12,销售部,运营支出,-562572.22
2024-12-01,2024,12,销售部,管理费用,-479687.16
2024-12-01,2024,12,市场部,主营业务收入,5329013.59
2024-12-01,2024,12,市场部,销售成本,-2257294.99
2024-12-01,2024,12,市场部,市场费用,-729048.53
2024-12-01,2024,12,市场部,研发支出,-1374696.57
2024-12-01,2024,12,市场部,运营支出,-625251.46
2024-12-01,2024,12,市场部,管理费用,-449344.62
2024-12-01,2024,12,研发部,主营业务收入,5179667.0
2024-12-01,2024,12,研发部,销售成本,-2417596.08
2024-12-01,2024,12,研发部,市场费用,-820170.21
2024-12-01,2024,12,研发部,研发支出,-1389729.05
2024-12-01,2024,12,研发部,运营支出,-536171.81
2024-12-01,2024,12,研发部,管理费用,-442415.74
2024-12-01,2024,12,运营部,主营业务收入,4847032.36
2024-12-01,2024,12,运营部,销售成本,-2254136.72
2024-12-01,2024,12,运营部,市场费用,-789623.77
2024-12-01,2024,12,运营部,研发支出,-1468683.59
2024-12-01,2024,12,运营部,运营支出,-615498.66
2024-12-01,2024,12,运营部,管理费用,-480061.52
2024-12-01,2024,12,人事部,主营业务收入,5377462.87
2024-12-01,2024,12,人事部,销售成本,-2265078.31
2024-12-01,2024,12,人事部,市场费用,-698978.45
2024-12-01,2024,12,人事部,研发支出,-1344417.01
2024-12-01,2024,12,人事部,运营支出,-579370.55
2024-12-01,2024,12,人事部,管理费用,-544150.17
2025-01-01,2025,1,销售部,主营业务收入,4960930.3
2025-01-01,2025,1,销售部,销售成本,-2086631.72
2025-01-01,2025,1,销售部,市场费用,-1153189.14
2025-01-01,2025,1,销售部,研发支出,-1444020.92
2025-01-01,2025,1,销售部,运营支出,-550150.17
2025-01-01,2025,1,销售部,管理费用,-492557.88
2025-01-01,2025,1,市场部,主营业务收入,4602555.0
2025-01-01,2025,1,市场部,销售成本,-2107576.0
2025-01-01,2025,1,市场部,市场费用,-1015924.25
2025-01-01,2025,1,市场部,研发支出,-1392864.04
2025-01-01,2025,1,市场部,运营支出,-639036.0
2025-01-01,2025,1,市场部,管理费用,-496894.39
2025-01-01,2025,1,研发部,主营业务收入,4647630.09
2025-01-01,2025,1,研发部,销售成本,-2134302.97
2025-01-01,2025,1,研发部,市场费用,-921338.29
2025-01-01,2025,1,研发部,研发支出,-1356379.39
2025-01-01,2025,1,研发部,运营支出,-598720.17
2025-01-01,2025,1,研发部,管理费用,-485751.43
2025-01-01,2025,1,运营部,主营业务收入,4366848.04
2025-01-01,2025,1,运营部,销售成本,-2160573.95
2025-01-01,2025,1,运营部,市场费用,-789126.58
2025-01-01,2025,1,运营部,研发支出,-1475931.21
2025-01-01,2025,1,运营部,运营支出,-621087.54
2025-01-01,2025,1,运营部,管理费用,-488390.74
2025-01-01,2025,1,人事部,主营业务收入,4245899.18
2025-01-01,2025,1,人事部,销售成本,-2201586.41
2025-01-01,2025,1,人事部,市场费用,-936733.76
2025-01-01,2025,1,人事部,研发支出,-1423429.72
2025-01-01,2025,1,人事部,运营支出,-567518.11
2025-01-01,2025,1,人事部,管理费用,-505251.32
2025-02-01,2025,2,销售部,主营业务收入,5294531.14
2025-02-01,2025,2,销售部,销售成本,-2142822.11
2025-02-01,2025,2,销售部,市场费用,-996177.13
2025-02-01,2025,2,销售部,研发支出,-1399207.28
2025-02-01,2025,2,销售部,运营支出,-594048.86
2025-02-01,2025,2,销售部,管理费用,-503257.79
2025-02-01,2025,2,市场部,主营业务收入,4597120.03
2025-02-01,2025,2,市场部,销售成本,-2215500.96
2025-02-01,2025,2,市场部,市场费用,-991077.93
2025-02-01,2025,2,市场部,研发支出,-1450542.38
2025-02-01,2025,2,市场部,运营支出,-648273.96
2025-02-01,2025,2,市场部,管理费用,-484408.35
2025-02-01,2025,2,研发部,主营业务收入,4766459.19
2025-02-01,2025,2,研发部,销售成本,-2439480.01
2025-02-01,2025,2,研发部,市场费用,-848391.18
2025-02-01,2025,2,研发部,研发支出,-1393765.09
2025-02-01,2025,2,研发部,运营支出,-549099.89
2025-02-01,2025,2,研发部,管理费用,-502740.27
2025-02-01,2025,2,运营部,主营业务收入,5046912.33
2025-02-01,2025,2,运营部,销售成本,-2388786.71
2025-02-01,2025,2,运营部,市场费用,-846503.22
2025-02-01,2025,2,运营部,研发支出,-1353700.49
2025-02-01,2025,2,运营部,运营支出,-666377.68
2025-02-01,2025,2,运营部,管理费用,-424264.09
2025-02-01,2025,2,人事部,主营业务收入,4567872.09
2025-02-01,2025,2,人事部,销售成本,-2306827.39
2025-02-01,2025,2,人事部,市场费用,-794733.23
2025-02-01,2025,2,人事部,研发支出,-1341259.25
2025-02-01,2025,2,人事部,运营支出,-652885.27
2025-02-01,2025,2,人事部,管理费用,-450323.56
2025-03-01,2025,3,销售部,主营业务收入,4172380.84
2025-03-01,2025,3,销售部,销售成本,-2292404.95
2025-03-01,2025,3,销售部,市场费用,-1039498.2
2025-03-01,2025,3,销售部,研发支出,-1480259.4
2025-03-01,2025,3,销售部,运营支出,-491196.8
2025-03-01,2025,3,销售部,管理费用,-536567.35
2025-03-01,2025,3,市场部,主营业务收入,4772510.51
2025-03-01,2025,3,市场部,销售成本,-2111141.92
2025-03-01,2025,3,市场部,市场费用,-851092.05
2025-03-01,2025,3,市场部,研发支出,-1439174.27
2025-03-01,2025,3,市场部,运营支出,-618359.3
2025-03-01,2025,3,市场部,管理费用,-535129.18
2025-03-01,2025,3,研发部,主营业务收入,4571601.44
2025-03-01,2025,3,研发部,销售成本,-2146378.23
2025-03-01,2025,3,研发部,市场费用,-979348.85
2025-03-01,2025,3,研发部,研发支出,-1355625.41
2025-03-01,2025,3,研发部,运营支出,-634430.77
2025-03-01,2025,3,研发部,管理费用,-472093.48
2025-03-01,2025,3,运营部,主营业务收入,5330909.48
2025-03-01,2025,3,运营部,销售成本,-2419285.54
2025-03-01,2025,3,运营部,市场费用,-865842.61
2025-03-01,2025,3,运营部,研发支出,-1403498.65
2025-03-01,2025,3,运营部,运营支出,-605156.38
2025-03-01,2025,3,运营部,管理费用,-496656.52
2025-03-01,2025,3,人事部,主营业务收入,4464654.39
2025-03-01,2025,3,人事部,销售成本,-2211529.22
2025-03-01,2025,3,人事部,市场费用,-811040.1
2025-03-01,2025,3,人事部,研发支出,-1486053.32
2025-03-01,2025,3,人事部,运营支出,-667313.57
2025-03-01,2025,3,人事部,管理费用,-533713.32
2025-04-01,2025,4,销售部,主营业务收入,5154281.55
2025-04-01,2025,4,销售部,销售成本,-2281652.07
2025-04-01,2025,4,销售部,市场费用,-853093.73
2025-04-01,2025,4,销售部,研发支出,-1326430.42
2025-04-01,2025,4,销售部,运营支出,-554868.85
2025-04-01,2025,4,销售部,管理费用,-511300.64
2025-04-01,2025,4,市场部,主营业务收入,4368873.71
2025-04-01,2025,4,市场部,销售成本,-2219180.87
2025-04-01,2025,4,市场部,市场费用,-960943.05
2025-04-01,2025,4,市场部,研发支出,-1389662.58
2025-04-01,2025,4,市场部,运营支出,-601557.09
2025-04-01,2025,4,市场部,管理费用,-565167.19
2025-04-01,2025,4,研发部,主营业务收入,4740953.85
2025-04-01,2025,4,研发部,销售成本,-2244395.69
2025-04-01,2025,4,研发部,市场费用,-1006576.56
2025-04-01,2025,4,研发部,研发支出,-1450683.51
2025-04-01,2025,4,研发部,运营支出,-635067.14
2025-04-01,2025,4,研发部,管理费用,-506868.81
2025-04-01,2025,4,运营部,主营业务收入,4829104.99
2025-04-01,2025,4,运营部,销售成本,-1999808.96
2025-04-01,2025,4,运营部,市场费用,-1047729.67
2025-04-01,2025,4,运营部,研发支出,-1366818.41
2025-04-01,2025,4,运营部,运营支出,-636900.19
2025-04-01,2025,4,运营部,管理费用,-494136.0
2025-04-01,2025,4,人事部,主营业务收入,5637704.78
2025-04-01,2025,4,人事部,销售成本,-2108941.21
2025-04-01,2025,4,人事部,市场费用,-1094161.55
2025-04-01,2025,4,人事部,研发支出,-1392861.11
2025-04-01,2025,4,人事部,运营支出,-630675.59
2025-04-01,2025,4,人事部,管理费用,-500434.19
2025-05-01,2025,5,销售部,主营业务收入,5201932.8
2025-05-01,2025,5,销售部,销售成本,-2214360.36
2025-05-01,2025,5,销售部,市场费用,-943722.04
2025-05-01,2025,5,销售部,研发支出,-1405780.51
2025-05-01,2025,5,销售部,运营支出,-623774.95
2025-05-01,2025,5,销售部,管理费用,-476820.91
2025-05-01,2025,5,市场部,主营业务收入,4120156.45
2025-05-01,2025,5,市场部,销售成本,-2250702.06
2025-05-01,2025,5,市场部,市场费用,-1076871.09
2025-05-01,2025,5,市场部,研发支出,-1376978.81
2025-05-01,2025,5,市场部,运营支出,-632251.38
2025-05-01,2025,5,市场部,管理费用,-462986.36
2025-05-01,2025,5,研发部,主营业务收入,4591466.53
2025-05-01,2025,5,研发部,销售成本,-2205315.73
2025-05-01,2025,5,研发部,市场费用,-917794.9
2025-05-01,2025,5,研发部,研发支出,-1462567.83
2025-05-01,2025,5,研发部,运营支出,-523698.03
2025-05-01,2025,5,研发部,管理费用,-495750.47
2025-05-01,2025,5,运营部,主营业务收入,4571580.46
2025-05-01,2025,5,运营部,销售成本,-2099784.06
2025-05-01,2025,5,运营部,市场费用,-866184.69
2025-05-01,2025,5,运营部,研发支出,-1415263.22
2025-05-01,2025,5,运营部,运营支出,-606144.54
2025-05-01,2025,5,运营部,管理费用,-495083.46
