date,year,month,region,category,product,sales,quantity,profit,discount,unit_price,customer_segment
2024-02-01,2024,2,华东,美妆个护,口红,230864.59,853,68010.26,0.2432,270.56,个人
2024-02-01,2024,2,华东,美妆个护,洗发水,150449.83,1258,57542.39,0.1244,119.61,个人
2024-02-01,2024,2,华南,电子产品,智能手机,1179660.45,262,140263.0,0.2594,4506.34,企业客户
2024-02-01,2024,2,华南,电子产品,笔记本电脑,1396091.58,214,192586.18,0.1352,6520.81,企业客户
2024-02-01,2024,2,华南,电子产品,蓝牙耳机,439353.34,529,51038.69,0.2015,830.66,企业客户
2024-02-01,2024,2,华南,家居用品,智能台灯,133601.07,444,28135.55,0.1561,301.03,家庭
2024-02-01,2024,2,华南,家居用品,空气净化器,409617.34,324,89853.69,0.2557,1263.19,家庭
2024-02-01,2024,2,华南,家居用品,电饭煲,153059.05,293,38833.09,0.0402,522.34,家庭
2024-02-01,2024,2,华南,服装,男士夹克,264908.26,400,92634.9,0.0639,663.07,个人
2024-02-01,2024,2,华南,服装,女士连衣裙,189618.5,343,46666.63,0.2712,553.3,个人
2024-02-01,2024,2,华南,服装,运动鞋,236005.33,397,72527.64,0.2351,594.33,个人
2024-02-01,2024,2,华南,食品饮料,坚果礼盒,178910.61,895,31750.77,0.1377,199.96,家庭
2024-02-01,2024,2,华南,食品饮料,咖啡豆,163507.45,1069,28156.71,0.0986,153.01,家庭
2024-02-01,2024,2,华南,食品饮料,气泡水,137960.86,1499,25147.67,0.0546,92.02,家庭
2024-02-01,2024,2,华南,美妆个护,护肤套装,491315.18,538,165586.83,0.1422,913.61,个人
2024-02-01,2024,2,华南,美妆个护,口红,676111.5997667457,2717,70868.47,0.0531,248.81,个人
2024-02-01,2024,2,华南,美妆个护,洗发水,127364.26,1060,51058.97,0.1093,120.13,个人
2024-02-01,2024,2,华北,电子产品,智能手机,972687.45,211,116546.97,0.2621,4614.93,企业客户
2024-02-01,2024,2,华北,电子产品,笔记本电脑,1196835.67,179,143379.01,0.2245,6682.53,企业客户
2024-02-01,2024,2,华北,电子产品,蓝牙耳机,358290.84,456,40501.24,0.1855,784.96,企业客户
2024-02-01,2024,2,华北,家居用品,智能台灯,93320.28,308,19696.72,0.2242,302.8,家庭
2024-02-01,2024,2,华北,家居用品,空气净化器,394912.96,315,101573.35,0.0322,1254.86,家庭
2024-02-01,2024,2,华北,家居用品,电饭煲,109109.55,228,24718.5,0.0727,478.67,家庭
2024-02-01,2024,2,华北,服装,男士夹克,204106.14,290,65631.74,0.0359,704.58,个人
2024-02-01,2024,2,华北,服装,女士连衣裙,195392.79,340,57218.55,0.2037,574.42,个人
2024-02-01,2024,2,华北,服装,运动鞋,249890.55,408,71907.43,0.1761,611.81,个人
2024-02-01,2024,2,华北,食品饮料,坚果礼盒,1019453.8906536985,5318,37618.19,0.0383,191.7,家庭
2024-02-01,2024,2,华北,食品饮料,咖啡豆,147944.0,985,29643.49,0.1068,150.12,家庭
2024-02-01,2024,2,华北,食品饮料,气泡水,117735.4,1328,21484.02,0.0712,88.68,家庭
2024-02-01,2024,2,华北,美妆个护,护肤套装,416673.39,501,152833.85,0.052,832.43,个人
2024-02-01,2024,2,华北,美妆个护,口红,184543.88,730,55739.53,0.2947,252.92,个人
2024-02-01,2024,2,华北,美妆个护,洗发水,107285.16,880,42708.4,0.0513,121.9,个人
2024-02-01,2024,2,西南,电子产品,智能手机,890349.19,195,106048.63,0.167,4573.35,企业客户
2024-02-01,2024,2,西南,电子产品,笔记本电脑,1013691.39,148,144242.8,0.0971,6857.07,企业客户
2024-02-01,2024,2,西南,电子产品,蓝牙耳机,243116.77,312,34791.92,0.0727,778.3,企业客户
2024-02-01,2024,2,西南,家居用品,智能台灯,101105.52,311,22317.9,0.0463,325.05,家庭
2024-02-01,2024,2,西南,家居用品,空气净化器,234623.68,198,55434.35,0.0155,1186.16,家庭
2024-02-01,2024,2,西南,家居用品,电饭煲,124722.11,241,28430.54,0.0764,516.59,家庭
2024-02-01,2024,2,西南,服装,男士夹克,194247.57,284,51066.88,0.1787,683.27,个人
2024-02-01,2024,2,西南,服装,女士连衣裙,161953.72,293,44923.21,0.2492,552.8,个人
2024-02-01,2024,2,西南,服装,运动鞋,212610.05,345,71484.99,0.0544,617.1,个人
2024-02-01,2024,2,西南,食品饮料,坚果礼盒,167404.65,852,32769.42,0.0419,196.43,家庭
2024-02-01,2024,2,西南,食品饮料,咖啡豆,122588.04,828,24019.18,0.0491,148.11,家庭
2024-02-01,2024,2,西南,食品饮料,气泡水,101362.23,1135,20449.1,0.1076,89.27,家庭
2024-02-01,2024,2,西南,美妆个护,护肤套装,399977.5,458,115526.6,0.245,872.78,个人
2024-02-01,2024,2,西南,美妆个护,口红,126459.4,511,40778.18,0.2243,247.67,个人
2024-02-01,2024,2,西南,美妆个护,洗发水,95726.48,854,31268.83,0.2699,112.04,个人
2024-02-01,2024,2,华中,电子产品,智能手机,839829.45,186,127159.38,0.0351,4522.3,企业客户
2024-02-01,2024,2,华中,电子产品,笔记本电脑,1053323.13,157,147758.13,0.1005,6715.28,企业客户
2024-02-01,2024,2,华中,电子产品,蓝牙耳机,307918.22,391,40397.79,0.2682,788.3,企业客户
2024-02-01,2024,2,华中,家居用品,智能台灯,93457.77,320,22513.92,0.0935,292.3,家庭
2024-02-01,2024,2,华中,家居用品,空气净化器,254943.83,215,50829.26,0.2287,1187.49,家庭
2024-02-01,2024,2,华中,家居用品,电饭煲,115845.83,239,22939.33,0.2464,485.32,家庭
2024-02-01,2024,2,华中,服装,男士夹克,166071.38,231,55963.13,0.0688,720.24,个人
2024-02-01,2024,2,华中,服装,女士连衣裙,157048.48,270,47470.32,0.1923,580.97,个人
2024-02-01,2024,2,华中,服装,运动鞋,186383.62,299,58508.36,0.0545,623.17,个人
2024-02-01,2024,2,华中,食品饮料,坚果礼盒,153727.64,770,28696.84,0.1203,199.67,家庭
2024-02-01,2024,2,华中,食品饮料,咖啡豆,112658.71,756,18682.07,0.1518,149.09,家庭
2024-02-01,2024,2,华中,食品饮料,气泡水,93588.24,1018,14880.81,0.2616,91.96,家庭
2024-02-01,2024,2,华中,美妆个护,护肤套装,363387.31,401,122033.72,0.2122,906.76,个人
2024-02-01,2024,2,华中,美妆个护,口红,127206.41,497,46936.54,0.182,256.01,个人
2024-02-01,2024,2,华中,美妆个护,洗发水,82856.39,642,25149.74,0.2955,129.14,个人
2024-02-01,2024,2,东北,电子产品,智能手机,644132.58,145,86677.27,0.1197,4442.37,企业客户
2024-02-01,2024,2,东北,电子产品,笔记本电脑,694421.42,103,83221.61,0.1612,6753.1,企业客户
2024-02-01,2024,2,东北,电子产品,蓝牙耳机,230857.04,275,31212.1,0.1041,840.06,企业客户
2024-02-01,2024,2,东北,家居用品,智能台灯,66489.68,222,14853.43,0.0423,299.94,家庭
2024-02-01,2024,2,东北,家居用品,空气净化器,170055.78,139,37797.96,0.1257,1225.06,家庭
2024-02-01,2024,2,东北,家居用品,电饭煲,93531.93,193,24622.48,0.0039,484.74,家庭
2024-02-01,2024,2,东北,服装,男士夹克,134481.72,199,35725.06,0.2883,676.76,个人
2024-02-01,2024,2,东北,服装,女士连衣裙,131771.9,245,45512.06,0.0201,537.09,个人
2024-02-01,2024,2,东北,服装,运动鞋,157050.1,258,41883.39,0.2694,609.83,个人
2024-02-01,2024,2,东北,食品饮料,坚果礼盒,107788.48,517,18128.95,0.1695,208.33,家庭
2024-02-01,2024,2,东北,食品饮料,咖啡豆,65060.88,463,12360.66,0.1322,140.67,家庭
2024-02-01,2024,2,东北,食品饮料,气泡水,68011.62,759,10588.6,0.2585,89.6,家庭
2024-02-01,2024,2,东北,美妆个护,护肤套装,273522.13,289,96619.03,0.0812,947.31,个人
2024-02-01,2024,2,东北,美妆个护,口红,112834.56,443,47691.16,0.0081,254.51,个人
2024-02-01,2024,2,东北,美妆个护,洗发水,63552.94,522,20762.71,0.2016,121.76,个人
2024-03-01,2024,3,华东,电子产品,智能手机,1122039.97,243,170146.11,0.0298,4609.87,企业客户
2024-03-01,2024,3,华东,电子产品,笔记本电脑,1405638.44,200,164521.07,0.2567,7036.5,企业客户
2024-03-01,2024,3,华东,电子产品,蓝牙耳机,403937.61,532,58062.47,0.0879,759.93,企业客户
2024-03-01,2024,3,华东,家居用品,智能台灯,176523.84,570,33769.98,0.2678,309.44,家庭
2024-03-01,2024,3,华东,家居用品,空气净化器,408715.64,333,81526.82,0.1771,1227.23,家庭
2024-03-01,2024,3,华东,家居用品,电饭煲,164640.04,313,33252.07,0.1228,525.45,家庭
2024-03-01,2024,3,华东,服装,男士夹克,336062.77,466,95601.39,0.2291,720.41,个人
2024-03-01,2024,3,华东,服装,女士连衣裙,278947.52,508,77455.49,0.24,549.06,个人
2024-03-01,2024,3,华东,服装,运动鞋,390717.26,642,106044.56,0.19,608.41,个人
2024-03-01,2024,3,华东,食品饮料,坚果礼盒,260188.5,1288,41648.57,0.2505,202.09,家庭
2024-03-01,2024,3,华东,食品饮料,咖啡豆,196964.86,1381,37692.88,0.0055,142.67,家庭
2024-03-01,2024,3,华东,食品饮料,气泡水,181874.03,1993,33159.68,0.1663,91.28,家庭
2024-03-01,2024,3,华东,美妆个护,护肤套装,589299.9,675,211659.8,0.1802,872.9,个人
2024-03-01,2024,3,华东,美妆个护,口红,240418.58,962,68153.59,0.2743,250.02,个人
2024-03-01,2024,3,华东,美妆个护,洗发水,141070.29,1188,54246.86,0.0499,118.75,个人
2024-03-01,2024,3,华南,电子产品,智能手机,1076216.51,250,133842.64,0.1809,4310.1,企业客户
2024-03-01,2024,3,华南,电子产品,笔记本电脑,1199175.34,173,138775.98,0.2157,6917.09,企业客户
2024-03-01,2024,3,华南,电子产品,蓝牙耳机,323829.76,403,44085.97,0.1428,804.44,企业客户
2024-03-01,2024,3,华南,家居用品,智能台灯,122721.16,402,31516.92,0.0094,305.47,家庭
2024-03-01,2024,3,华南,家居用品,空气净化器,324114.15,271,90272.45,0.0154,1196.54,家庭
2024-03-01,2024,3,华南,家居用品,电饭煲,172661.68,343,40582.28,0.032,502.7,家庭
2024-03-01,2024,3,华南,服装,男士夹克,273981.7,371,81841.5,0.1486,738.06,个人
2024-03-01,2024,3,华南,服装,女士连衣裙,251699.53,473,69190.79,0.2398,532.05,个人
2024-03-01,2024,3,华南,服装,运动鞋,348988.69,567,101031.62,0.1771,615.4,个人
2024-03-01,2024,3,华南,食品饮料,坚果礼盒,227947.42,1104,44915.8,0.0555,206.39,家庭
2024-03-01,2024,3,华南,食品饮料,咖啡豆,177034.82,1143,30001.63,0.2197,154.86,家庭
2024-03-01,2024,3,华南,食品饮料,气泡水,158277.86,1843,30441.99,0.0749,85.88,家庭
2024-03-01,2024,3,华南,美妆个护,护肤套装,489641.74,541,152640.67,0.2963,905.61,个人
2024-03-01,2024,3,华南,美妆个护,口红,201043.25,763,58742.55,0.2746,263.48,个人
2024-03-01,2024,3,华南,美妆个护,洗发水,124335.63,1015,38068.05,0.2913,122.45,个人
2024-03-01,2024,3,华北,电子产品,智能手机,923294.34,214,128077.97,0.0957,4310.3,企业客户
2024-03-01,2024,3,华北,电子产品,笔记本电脑,1171050.0,175,172469.19,0.0362,6702.34,企业客户
2024-03-01,2024,3,华北,电子产品,蓝牙耳机,360445.27,445,50838.23,0.0196,809.9,企业客户
2024-03-01,2024,3,华北,家居用品,智能台灯,96893.65,338,20639.02,0.2372,286.63,家庭
2024-03-01,2024,3,华北,家居用品,空气净化器,327684.54,267,80781.14,0.0699,1225.68,家庭
2024-03-01,2024,3,华北,家居用品,电饭煲,138015.89,265,27167.95,0.2396,521.14,家庭
2024-03-01,2024,3,华北,服装,男士夹克,289824.9,436,78714.38,0.2621,664.68,个人
2024-03-01,2024,3,华北,服装,女士连衣裙,177998.6,326,50194.09,0.2213,545.35,个人
2024-03-01,2024,3,华北,服装,运动鞋,252083.95,432,78190.63,0.0889,584.03,个人
2024-03-01,2024,3,华北,食品饮料,坚果礼盒,180141.9,907,31635.54,0.2039,198.72,家庭
2024-03-01,2024,3,华北,食品饮料,咖啡豆,151880.89,978,26778.27,0.184,155.25,家庭
2024-03-01,2024,3,华北,食品饮料,气泡水,145758.27,1646,24749.5,0.1538,88.57,家庭
2024-03-01,2024,3,华北,美妆个护,护肤套装,406432.75,458,128485.16,0.2339,886.61,个人
2024-03-01,2024,3,华北,美妆个护,口红,168801.59,661,55496.64,0.2907,255.55,个人
2024-03-01,2024,3,华北,美妆个护,洗发水,102670.28,874,33805.45,0.2447,117.46,个人
2024-03-01,2024,3,西南,电子产品,智能手机,738950.03,156,104028.99,0.1611,4742.44,企业客户
2024-03-01,2024,3,西南,电子产品,笔记本电脑,910115.43,132,105316.31,0.2666,6910.87,企业客户
2024-03-01,2024,3,西南,电子产品,蓝牙耳机,302544.3,387,39033.5,0.1653,780.84,企业客户
2024-03-01,2024,3,西南,家居用品,智能台灯,86647.82,296,17246.77,0.217,292.43,家庭
2024-03-01,2024,3,西南,家居用品,空气净化器,272525.17,226,62860.87,0.0661,1208.06,家庭
2024-03-01,2024,3,西南,家居用品,电饭煲,116720.35,225,27348.32,0.1442,518.08,家庭
2024-03-01,2024,3,西南,服装,男士夹克,213794.39,289,70920.09,0.1043,738.78,个人
2024-03-01,2024,3,西南,服装,女士连衣裙,184294.65,326,51221.37,0.2392,565.39,个人
2024-03-01,2024,3,西南,服装,运动鞋,248194.58,394,71608.36,0.2602,629.44,个人
2024-03-01,2024,3,西南,食品饮料,坚果礼盒,183955.58,938,33160.49,0.1856,196.1,家庭
2024-03-01,2024,3,西南,食品饮料,咖啡豆,134594.56,893,21050.63,0.2643,150.66,家庭
2024-03-01,2024,3,西南,食品饮料,气泡水,120256.95,1320,22178.91,0.0482,91.13,家庭
2024-03-01,2024,3,西南,美妆个护,护肤套装,375240.39,416,133075.1,0.1522,901.25,个人
2024-03-01,2024,3,西南,美妆个护,口红,129615.46,477,45597.36,0.1902,271.66,个人
2024-03-01,2024,3,西南,美妆个护,洗发水,95093.33,757,37522.83,0.0321,125.68,个人
2024-03-01,2024,3,华中,电子产品,智能手机,731347.53,162,94344.23,0.1898,4523.7,企业客户
2024-03-01,2024,3,华中,电子产品,笔记本电脑,930173.04,141,144622.38,0.0204,6590.59,企业客户
2024-03-01,2024,3,华中,电子产品,蓝牙耳机,264819.71,336,35150.36,0.1038,788.48,企业客户
2024-03-01,2024,3,华中,家居用品,智能台灯,92603.01,305,17796.69,0.2615,303.39,家庭
2024-03-01,2024,3,华中,家居用品,空气净化器,288809.37,254,60163.38,0.205,1138.76,家庭
2024-03-01,2024,3,华中,家居用品,电饭煲,106421.86,228,18773.23,0.2991,467.02,家庭
2024-03-01,2024,3,华中,服装,男士夹克,202736.09,280,57659.66,0.2081,723.56,个人
2024-03-01,2024,3,华中,服装,女士连衣裙,183086.54,334,61824.39,0.082,548.36,个人
2024-03-01,2024,3,华中,服装,运动鞋,259354.82,407,77718.92,0.1193,636.7,个人
2024-03-01,2024,3,华中,食品饮料,坚果礼盒,156885.86,752,27790.37,0.069,208.66,家庭
2024-03-01,2024,3,华中,食品饮料,咖啡豆,121185.71,801,19644.62,0.2905,151.21,家庭
2024-03-01,2024,3,华中,食品饮料,气泡水,101320.41,1111,16956.89,0.233,91.21,家庭
2024-03-01,2024,3,华中,美妆个护,护肤套装,359801.04,385,148650.43,0.0394,933.73,个人
2024-03-01,2024,3,华中,美妆个护,口红,142263.39,519,48626.96,0.1445,274.05,个人
2024-03-01,2024,3,华中,美妆个护,洗发水,87713.02,768,32073.27,0.0193,114.27,个人
2024-03-01,2024,3,东北,电子产品,智能手机,577694.35,136,68504.17,0.2393,4244.91,企业客户
2024-03-01,2024,3,东北,电子产品,笔记本电脑,651107.55,93,73469.7,0.18,7008.8,企业客户
2024-03-01,2024,3,东北,电子产品,蓝牙耳机,179330.27,224,20314.6,0.258,798.85,企业客户
2024-03-01,2024,3,东北,家居用品,智能台灯,68729.54,226,13785.72,0.1854,304.72,家庭
2024-03-01,2024,3,东北,家居用品,空气净化器,219934.95,195,55426.34,0.0029,1126.5,家庭
2024-03-01,2024,3,东北,家居用品,电饭煲,80867.87,163,19371.97,0.01,497.31,家庭
2024-03-01,2024,3,东北,服装,男士夹克,138281.72,194,51068.73,0.0398,713.46,个人
2024-03-01,2024,3,东北,服装,女士连衣裙,118605.39,214,40983.96,0.0502,554.55,个人
2024-03-01,2024,3,东北,服装,运动鞋,158651.92,261,46250.63,0.2119,607.97,个人
2024-03-01,2024,3,东北,食品饮料,坚果礼盒,126324.43,643,21346.85,0.2142,196.52,家庭
2024-03-01,2024,3,东北,食品饮料,咖啡豆,99461.3,659,17056.23,0.2444,150.89,家庭
2024-03-01,2024,3,东北,食品饮料,气泡水,90267.62,1014,15229.18,0.1579,89.0,家庭
2024-03-01,2024,3,东北,美妆个护,护肤套装,260854.05,294,99481.01,0.0181,886.94,个人
2024-03-01,2024,3,东北,美妆个护,口红,100030.68,397,31290.94,0.2928,251.95,个人
2024-03-01,2024,3,东北,美妆个护,洗发水,63202.23,495,20464.51,0.2369,127.71,个人
