order_id,order_date,customer_id,region,category,product,quantity,unit_price,total_amount,payment_method,is_returned,review_score
ORD000032,2024-02-28,C00117,西南,家居用品,电饭煲,2,474.62,949.24,支付宝,False,3.8
ORD000033,2025-05-12,C00269,东北,电子产品,笔记本电脑,2,6867.4,13734.8,支付宝,False,5.0
ORD000034,2025-01-07,C00163,华北,食品饮料,气泡水,3,97.86,293.58,支付宝,True,4.0
ORD000035,2024-09-22,C00140,华南,食品饮料,气泡水,1,95.41,95.41,银行卡,False,4.7
ORD000036,2025-10-14,C00144,华中,家居用品,电饭煲,2,501.99,1003.98,微信支付,False,4.4
ORD000037,2024-08-23,C00222,华东,家居用品,电饭煲,2,534.83,1069.66,支付宝,False,2.9
ORD000038,2024-08-05,C00588,华东,食品饮料,咖啡豆,2,155.59,311.17,微信支付,False,4.0
ORD000039,2025-06-10,C00435,西南,食品饮料,咖啡豆,1,145.34,145.34,支付宝,False,4.6
ORD000040,2025-03-16,C00545,华北,服装,男士夹克,2,743.11,1486.22,货到付款,False,3.7
ORD000041,2025-10-11,C00454,华中,美妆个护,口红,4,247.28,989.1,货到付款,False,4.0
ORD000042,2025-02-09,C00067,东北,家居用品,空气净化器,1,1288.2,1288.2,支付宝,False,4.6
ORD000043,2025-08-23,C00006,华中,电子产品,蓝牙耳机,1,720.62,720.62,支付宝,False,4.4
ORD000044,2025-08-11,C00241,华东,电子产品,笔记本电脑,4,7052.91,28211.65,微信支付,False,5.0
ORD000045,2025-10-09,C00055,华北,服装,运动鞋,3,620.17,1860.5,微信支付,False,4.6
ORD000046,2025-04-13,C00383,西南,家居用品,空气净化器,3,1170.93,3512.79,支付宝,False,3.5
ORD000047,2024-04-19,C00434,东北,电子产品,智能手机,1,4630.17,4630.17,微信支付,False,3.9
ORD000048,2024-12-18,C00470,华南,家居用品,电饭煲,1,530.66,530.66,支付宝,False,4.3
ORD000049,2024-03-31,C00071,华东,服装,女士连衣裙,1,627.73,627.73,微信支付,False,5.0
ORD000050,2025-02-17,C00450,华中,电子产品,笔记本电脑,4,7536.21,30144.84,支付宝,False,3.9
ORD000051,2025-12-02,C00480,华南,电子产品,蓝牙耳机,2,863.43,1726.86,微信支付,False,2.9
ORD000052,2024-03-13,C00143,华北,美妆个护,护肤套装,4,917.77,3671.07,微信支付,False,4.7
ORD000053,2025-11-15,C00022,华南,家居用品,智能台灯,2,299.41,598.82,微信支付,False,3.7
ORD000054,2025-06-30,C00561,华南,电子产品,笔记本电脑,2,6175.3,12350.6,微信支付,False,3.3
ORD000055,2025-12-22,C00422,西南,服装,女士连衣裙,3,544.38,1633.13,微信支付,False,4.3
ORD000056,2024-10-24,C00392,华南,食品饮料,咖啡豆,4,166.81,667.26,支付宝,False,5.0
ORD000057,2025-10-06,C00468,西南,服装,运动鞋,4,617.52,2470.1,支付宝,False,3.8
ORD000058,2024-10-09,C00293,华东,电子产品,蓝牙耳机,1,812.32,812.32,支付宝,False,4.7
ORD000059,2025-05-19,C00121,华南,食品饮料,气泡水,4,87.12,348.47,支付宝,False,4.8
ORD000060,2024-07-16,C00438,华南,服装,女士连衣裙,2,532.69,1065.39,微信支付,False,4.9
ORD000061,2024-02-01,C00101,西南,家居用品,智能台灯,2,274.64,549.28,支付宝,True,3.7
ORD000062,2025-10-09,C00187,华南,服装,运动鞋,4,653.14,2612.56,支付宝,False,3.4
ORD000063,2024-12-06,C00159,华北,食品饮料,坚果礼盒,3,202.4,607.21,银行卡,False,3.5
ORD000064,2025-10-19,C00518,西南,服装,女士连衣裙,3,578.32,1734.96,微信支付,False,4.9
ORD000065,2024-11-29,C00180,华北,美妆个护,洗发水,1,124.41,124.41,微信支付,False,4.8
ORD000066,2024-05-22,C00431,华北,服装,运动鞋,1,681.82,681.82,支付宝,False,3.5
ORD000067,2025-02-13,C00212,华南,食品饮料,气泡水,2,97.9,195.8,支付宝,False,5.0
ORD000068,2024-02-13,C00433,华南,服装,女士连衣裙,4,601.07,2404.3,微信支付,False,3.4
ORD000069,2024-02-01,C00101,华北,家居用品,空气净化器,2,1229.77,2459.54,银行卡,False,5.0
ORD000070,2024-01-28,C00320,华东,服装,女士连衣裙,2,543.66,1087.32,支付宝,False,5.0
ORD000071,2025-02-26,C00098,华中,电子产品,智能手机,4,5100.12,20400.46,微信支付,False,4.4
ORD000072,2025-05-05,C00279,华中,电子产品,智能手机,2,4111.05,8222.11,货到付款,True,3.7
ORD000073,2024-06-08,C00143,华南,食品饮料,气泡水,2,84.43,168.87,微信支付,False,3.7
ORD000074,2024-07-25,C00345,华北,服装,运动鞋,3,623.04,1869.11,微信支付,False,4.1
ORD000075,2024-01-18,C00356,东北,电子产品,笔记本电脑,1,7163.73,7163.73,微信支付,False,5.0
ORD000076,2024-04-12,C00591,华东,家居用品,空气净化器,3,1082.46,3247.38,银行卡,False,3.3
ORD000077,2025-08-04,C00355,西南,电子产品,笔记本电脑,1,7342.85,7342.85,微信支付,False,2.8
ORD000078,2025-09-22,C00430,华东,食品饮料,气泡水,1,93.57,93.57,银行卡,False,4.6
ORD000079,2025-10-12,C00039,华北,电子产品,笔记本电脑,1,6943.99,6943.99,微信支付,False,4.8
ORD000080,2025-11-02,C00303,华中,服装,男士夹克,3,704.11,2112.33,银行卡,False,5.0
ORD000081,2024-08-19,C00549,华北,服装,男士夹克,4,720.91,2883.64,货到付款,False,3.2
ORD000082,2025-10-21,C00425,华北,家居用品,电饭煲,2,470.22,940.45,微信支付,False,4.2
ORD000083,2025-02-27,C00348,华中,电子产品,蓝牙耳机,4,741.74,2966.97,微信支付,False,5.0
ORD000084,2025-06-30,C00429,西南,家居用品,智能台灯,4,291.72,1166.89,微信支付,False,4.4
ORD000085,2024-08-26,C00286,西南,食品饮料,咖啡豆,1,161.61,161.61,微信支付,False,4.1
ORD000086,2024-11-29,C00455,华北,食品饮料,气泡水,1,94.24,94.24,银行卡,False,4.9
ORD000087,2024-05-28,C00324,华北,食品饮料,气泡水,3,91.8,275.41,支付宝,True,3.8
ORD000088,2025-09-14,C00519,西南,食品饮料,气泡水,3,93.86,281.58,微信支付,False,5.0
ORD000089,2025-02-11,C00353,东北,电子产品,智能手机,2,4679.17,9358.33,微信支付,False,3.3
ORD000090,2024-01-17,C00303,西南,电子产品,蓝牙耳机,4,781.41,3125.63,微信支付,False,3.1
ORD000091,2024-08-13,C00210,西南,食品饮料,坚果礼盒,4,184.87,739.49,微信支付,False,4.1
ORD000092,2025-10-13,C00591,华东,食品饮料,坚果礼盒,2,224.84,449.68,支付宝,False,2.2
ORD000093,2025-10-17,C00444,西南,服装,女士连衣裙,1,577.49,577.49,微信支付,False,4.4
ORD000094,2024-09-16,C00133,西南,服装,女士连衣裙,3,590.94,1772.82,银行卡,False,2.9
ORD000095,2025-12-29,C00176,西南,家居用品,空气净化器,2,1219.2,2438.4,银行卡,False,4.5
ORD000096,2025-11-04,C00087,华东,电子产品,蓝牙耳机,4,871.3,3485.18,支付宝,False,4.4
ORD000097,2025-08-26,C00458,华中,服装,男士夹克,2,732.29,1464.57,微信支付,False,4.2
ORD000098,2024-06-22,C00217,华东,美妆个护,洗发水,2,109.61,219.23,银行卡,False,4.6
ORD000099,2024-07-23,C00406,华东,家居用品,智能台灯,4,336.76,1347.03,微信支付,False,4.5
ORD000100,2025-02-18,C00407,华北,家居用品,电饭煲,4,488.19,1952.77,微信支付,False,4.1
ORD000101,2025-05-22,C00429,华北,电子产品,智能手机,3,4205.13,12615.38,支付宝,False,5.0
ORD000102,2024-06-01,C00232,华南,电子产品,笔记本电脑,3,6269.67,18809.01,微信支付,False,4.6
ORD000103,2024-04-12,C00430,西南,服装,女士连衣裙,4,594.06,2376.24,微信支付,False,4.9
ORD000104,2025-12-14,C00038,华南,美妆个护,洗发水,3,129.12,387.36,微信支付,False,5.0
ORD000105,2024-03-05,C00424,华东,食品饮料,坚果礼盒,3,215.01,645.02,微信支付,False,4.8
ORD000106,2024-04-26,C00399,华东,美妆个护,口红,3,293.52,880.57,微信支付,False,5.0
ORD000107,2025-10-26,C00589,华中,服装,男士夹克,4,691.07,2764.26,货到付款,False,4.4
ORD000108,2024-06-04,C00579,华东,服装,运动鞋,1,644.98,644.98,微信支付,False,4.3
ORD000109,2025-11-06,C00185,华东,美妆个护,口红,1,274.27,274.27,微信支付,False,3.8
ORD000110,2024-03-22,C00377,西南,家居用品,电饭煲,3,572.44,1717.31,银行卡,False,4.1
ORD000111,2025-06-01,C00275,华南,美妆个护,洗发水,1,117.37,117.37,银行卡,False,3.7
ORD000112,2024-03-07,C00286,西南,食品饮料,坚果礼盒,3,227.82,683.45,银行卡,False,4.8
ORD000113,2024-08-25,C00348,华中,家居用品,电饭煲,1,468.59,468.59,微信支付,False,3.6
ORD000114,2025-08-06,C00530,华中,服装,运动鞋,1,676.42,676.42,微信支付,False,4.4
ORD000115,2025-08-29,C00007,华南,家居用品,智能台灯,2,317.47,634.93,支付宝,False,4.7
ORD000116,2024-11-21,C00188,华北,电子产品,智能手机,3,4969.01,14907.02,支付宝,False,4.4
ORD000117,2025-08-12,C00116,华北,家居用品,电饭煲,1,453.59,453.59,微信支付,False,3.6
ORD000118,2024-03-07,C00499,华南,美妆个护,口红,1,239.08,239.08,微信支付,False,4.9
ORD000119,2024-06-24,C00063,华东,食品饮料,咖啡豆,2,137.61,275.23,支付宝,False,4.2
ORD000120,2025-11-14,C00441,华南,电子产品,智能手机,1,4717.08,4717.08,银行卡,True,2.0
ORD000121,2025-04-22,C00344,华东,家居用品,电饭煲,2,525.37,1050.73,微信支付,False,3.5
ORD000122,2024-09-11,C00587,东北,服装,女士连衣裙,1,619.59,619.59,微信支付,False,5.0
ORD000123,2024-03-03,C00379,西南,家居用品,智能台灯,2,305.07,610.14,微信支付,False,5.0
ORD000124,2025-02-06,C00295,华东,服装,男士夹克,2,641.91,1283.82,支付宝,False,4.7
ORD000125,2024-07-10,C00232,华东,服装,男士夹克,4,666.67,2666.67,银行卡,False,4.9
ORD000126,2024-11-24,C00440,东北,家居用品,电饭煲,3,451.01,1353.03,支付宝,False,3.7
ORD000127,2024-03-11,C00394,华南,电子产品,智能手机,4,4923.8,19695.22,微信支付,False,4.1
ORD000128,2024-03-03,C00276,西南,服装,女士连衣裙,3,607.14,1821.43,微信支付,False,5.0
ORD000129,2024-10-23,C00167,华南,家居用品,电饭煲,1,574.74,574.74,微信支付,False,4.6
ORD000130,2024-09-01,C00099,华中,家居用品,空气净化器,3,1203.66,3610.98,微信支付,False,4.4
ORD000131,2025-06-02,C00412,西南,家居用品,空气净化器,4,1085.79,4343.16,支付宝,False,4.2
ORD000132,2025-01-27,C00228,华东,家居用品,空气净化器,3,1150.42,3451.26,支付宝,False,5.0
ORD000133,2025-08-23,C00414,华东,美妆个护,洗发水,4,125.63,502.53,微信支付,False,5.0
ORD000134,2024-06-25,C00314,华北,食品饮料,咖啡豆,3,171.07,513.22,微信支付,False,4.8
ORD000135,2024-07-22,C00326,东北,服装,男士夹克,1,648.13,648.13,微信支付,False,4.4
ORD000136,2025-10-07,C00062,华东,家居用品,智能台灯,1,279.12,279.12,支付宝,False,4.0
ORD000137,2025-08-16,C00129,华北,电子产品,笔记本电脑,3,7312.99,21938.97,支付宝,False,4.9
ORD000138,2025-06-16,C00452,华南,家居用品,智能台灯,3,320.04,960.12,微信支付,False,3.4
ORD000139,2024-05-07,C00409,华中,食品饮料,气泡水,1,86.64,86.64,微信支付,False,3.6
ORD000140,2024-07-13,C00423,西南,家居用品,电饭煲,3,551.64,1654.93,支付宝,False,3.1
ORD000141,2024-07-12,C00230,华南,服装,男士夹克,2,652.54,1305.07,微信支付,False,5.0
ORD000142,2024-07-02,C00571,华东,电子产品,智能手机,1,5091.46,5091.46,支付宝,False,3.7
ORD000143,2024-09-03,C00512,华东,美妆个护,洗发水,1,114.03,114.03,微信支付,False,4.6
ORD000144,2024-11-19,C00338,华北,美妆个护,口红,4,239.29,957.15,支付宝,False,4.2
ORD000145,2024-06-08,C00246,华南,电子产品,蓝牙耳机,4,787.9,3151.62,银行卡,False,5.0
ORD000146,2025-12-06,C00558,华南,食品饮料,咖啡豆,2,142.04,284.09,支付宝,False,4.7
ORD000147,2025-09-13,C00204,东北,电子产品,智能手机,3,4642.81,13928.43,支付宝,False,2.8
ORD000148,2024-03-06,C00193,华南,服装,男士夹克,2,750.2,1500.4,货到付款,True,5.0
ORD000149,2024-09-10,C00359,西南,电子产品,笔记本电脑,3,6954.57,20863.7,支付宝,False,4.0
ORD000150,2024-10-09,C00554,华东,电子产品,笔记本电脑,4,7243.03,28972.13,微信支付,False,4.1
ORD000151,2024-02-29,C00254,华东,电子产品,蓝牙耳机,3,792.98,2378.95,支付宝,False,3.8
ORD000152,2024-04-27,C00284,华南,美妆个护,口红,4,235.81,943.26,支付宝,False,4.5
ORD000153,2025-02-26,C00218,华北,食品饮料,坚果礼盒,1,228.7,228.7,微信支付,False,4.4
ORD000154,2025-07-09,C00573,华北,电子产品,智能手机,1,4971.84,4971.84,银行卡,False,3.8
ORD000155,2025-12-22,C00552,华中,服装,男士夹克,3,642.85,1928.54,微信支付,False,3.9
ORD000156,2024-02-05,C00182,华南,电子产品,笔记本电脑,4,6883.6,27534.4,微信支付,False,4.4
ORD000157,2025-06-14,C00571,华南,电子产品,笔记本电脑,2,7199.53,14399.06,微信支付,False,2.4
ORD000158,2024-03-31,C00223,华中,食品饮料,坚果礼盒,4,189.53,758.12,支付宝,False,3.1
ORD000159,2024-10-27,C00208,华南,电子产品,笔记本电脑,4,7102.58,28410.32,微信支付,False,5.0
ORD000160,2025-12-24,C00423,华东,服装,运动鞋,4,640.72,2562.86,支付宝,False,4.6
ORD000161,2024-08-04,C00170,华东,家居用品,电饭煲,1,476.03,476.03,支付宝,False,3.9
ORD000162,2024-04-07,C00139,西南,电子产品,笔记本电脑,4,6360.06,25440.23,微信支付,False,2.9
ORD000163,2025-03-31,C00203,华中,家居用品,空气净化器,3,1307.69,3923.07,银行卡,False,4.3
ORD000164,2025-06-14,C00254,华东,美妆个护,护肤套装,1,882.58,882.58,支付宝,False,5.0
ORD000165,2025-06-21,C00166,华南,食品饮料,咖啡豆,1,144.15,144.15,微信支付,False,5.0
ORD000166,2024-01-28,C00569,西南,电子产品,智能手机,1,4880.11,4880.11,支付宝,False,5.0
ORD000167,2025-07-29,C00396,东北,食品饮料,气泡水,4,97.56,390.25,支付宝,False,3.6
ORD000168,2024-11-19,C00426,华南,美妆个护,口红,2,251.97,503.93,微信支付,False,3.9
ORD000169,2024-08-10,C00447,华中,电子产品,蓝牙耳机,4,894.51,3578.05,微信支付,False,3.1
ORD000170,2024-03-20,C00506,华南,家居用品,空气净化器,4,1286.48,5145.9,微信支付,False,3.6
ORD000171,2025-07-16,C00137,华东,电子产品,笔记本电脑,2,6707.8,13415.6,支付宝,False,4.1
ORD000172,2025-04-02,C00406,华东,家居用品,智能台灯,4,302.06,1208.25,银行卡,False,4.0
ORD000173,2025-09-05,C00569,华南,服装,男士夹克,3,757.17,2271.52,支付宝,False,5.0
ORD000174,2024-06-24,C00579,华南,电子产品,笔记本电脑,2,6479.69,12959.39,微信支付,False,3.2
ORD000175,2025-06-05,C00231,东北,电子产品,笔记本电脑,3,6916.89,20750.68,微信支付,False,4.3
ORD000176,2025-04-01,C00244,华东,家居用品,智能台灯,3,319.02,957.05,微信支付,False,2.6
ORD000177,2025-02-26,C00286,华南,家居用品,电饭煲,1,517.44,517.44,银行卡,False,4.6
ORD000178,2024-04-09,C00054,华东,服装,女士连衣裙,1,578.65,578.65,微信支付,False,3.2
ORD000179,2025-02-06,C00392,西南,服装,男士夹克,2,725.59,1451.17,支付宝,False,5.0
ORD000180,2025-07-29,C00578,华中,电子产品,笔记本电脑,4,6458.69,25834.75,支付宝,False,4.1
ORD000181,2025-01-14,C00270,华东,家居用品,智能台灯,3,300.77,902.3,支付宝,True,3.2
ORD000182,2025-06-14,C00389,华南,电子产品,蓝牙耳机,4,826.4,3305.59,支付宝,False,2.6
ORD000183,2024-11-27,C00013,华东,美妆个护,口红,3,284.7,854.11,银行卡,False,3.5
ORD000184,2024-11-13,C00343,华南,家居用品,空气净化器,1,1276.17,1276.17,支付宝,False,4.5
ORD000185,2025-10-14,C00589,华东,电子产品,蓝牙耳机,1,805.32,805.32,微信支付,False,4.6
ORD000186,2025-06-20,C00339,华北,电子产品,笔记本电脑,1,7776.48,7776.48,微信支付,False,3.9
ORD000187,2024-03-29,C00024,西南,电子产品,笔记本电脑,2,6303.25,12606.5,银行卡,False,5.0
ORD000188,2025-08-26,C00035,华北,电子产品,笔记本电脑,3,6471.57,19414.7,微信支付,False,3.4
ORD000189,2025-05-25,C00586,华东,服装,男士夹克,4,689.73,2758.92,微信支付,False,2.0
ORD000190,2024-02-11,C00486,华南,食品饮料,坚果礼盒,3,191.43,574.29,支付宝,False,4.5
ORD000191,2025-01-23,C00422,华北,家居用品,空气净化器,4,1267.63,5070.53,微信支付,False,5.0
ORD000192,2024-03-21,C00290,华北,服装,运动鞋,4,564.13,2256.52,支付宝,False,5.0
ORD000193,2025-02-05,C00290,华东,食品饮料,气泡水,4,84.99,339.97,银行卡,True,3.3
ORD000194,2024-04-16,C00019,华中,家居用品,空气净化器,3,1168.0,3504.01,支付宝,False,3.9
ORD000195,2024-04-20,C00292,华南,电子产品,智能手机,1,4818.76,4818.76,支付宝,False,4.9
ORD000196,2024-10-03,C00378,华东,电子产品,智能手机,2,5035.35,10070.7,微信支付,False,3.8
ORD000197,2024-08-01,C00154,华东,美妆个护,口红,2,285.9,571.8,微信支付,False,4.4
ORD000198,2025-05-20,C00128,东北,食品饮料,坚果礼盒,1,189.1,189.1,微信支付,False,3.7
ORD000199,2024-04-30,C00433,华东,电子产品,智能手机,2,4686.08,9372.16,支付宝,False,3.4
ORD000200,2024-05-13,C00270,华中,电子产品,蓝牙耳机,4,726.0,2904.02,支付宝,False,3.6
ORD000201,2025-12-20,C00515,华南,食品饮料,咖啡豆,2,146.65,293.29,支付宝,False,5.0
ORD000202,2025-01-05,C00258,华南,服装,男士夹克,3,771.05,2313.14,微信支付,False,4.3
ORD000203,2024-09-13,C00342,西南,食品饮料,坚果礼盒,1,202.83,202.83,微信支付,False,5.0
ORD000204,2025-11-27,C00502,华东,电子产品,智能手机,1,4218.68,4218.68,微信支付,False,4.7
ORD000205,2024-06-28,C00417,华南,美妆个护,口红,1,262.51,262.51,微信支付,False,5.0
ORD000206,2024-02-17,C00100,华南,食品饮料,咖啡豆,1,142.43,142.43,微信支付,False,5.0
ORD000207,2025-08-21,C00394,华中,电子产品,智能手机,3,4492.34,13477.02,银行卡,False,4.9
ORD000208,2024-01-19,C00053,华北,服装,运动鞋,4,633.61,2534.46,支付宝,False,4.2
ORD000209,2024-02-15,C00428,华南,电子产品,蓝牙耳机,4,789.91,3159.65,微信支付,False,5.0
ORD000210,2025-03-26,C00149,华东,家居用品,空气净化器,4,1361.09,5444.36,微信支付,False,4.4
ORD000211,2024-02-25,C00451,华北,服装,运动鞋,2,645.19,1290.38,支付宝,True,2.7
ORD000212,2025-10-18,C00595,华东,家居用品,智能台灯,4,333.22,1332.87,支付宝,False,4.5
ORD000213,2024-04-01,C00534,华东,服装,女士连衣裙,2,599.6,1199.2,支付宝,False,3.5
ORD000214,2024-03-22,C00532,华东,电子产品,笔记本电脑,3,7243.98,21731.95,支付宝,False,5.0
ORD000215,2024-03-19,C00366,华北,食品饮料,气泡水,2,92.18,184.36,微信支付,False,4.9
ORD000216,2025-10-23,C00324,华南,家居用品,空气净化器,4,1080.65,4322.61,支付宝,False,4.1
ORD000217,2024-10-09,C00520,华北,食品饮料,气泡水,1,94.8,94.8,支付宝,False,3.6
ORD000218,2024-11-06,C00563,华北,电子产品,蓝牙耳机,3,791.19,2373.57,微信支付,False,4.4
ORD000219,2024-06-08,C00246,东北,家居用品,智能台灯,4,278.83,1115.33,微信支付,False,3.8
ORD000220,2024-11-11,C00449,西南,家居用品,电饭煲,4,505.58,2022.31,支付宝,False,4.9
ORD000221,2025-10-29,C00154,华南,家居用品,电饭煲,4,541.94,2167.78,支付宝,False,4.7
ORD000222,2024-06-04,C00246,西南,家居用品,空气净化器,3,1368.5,4105.51,微信支付,False,5.0
ORD000223,2025-12-14,C00043,东北,家居用品,智能台灯,1,298.06,298.06,微信支付,False,3.9
ORD000224,2025-04-12,C00393,华南,美妆个护,护肤套装,1,932.11,932.11,银行卡,False,4.1
ORD000225,2025-04-06,C00163,华南,电子产品,蓝牙耳机,1,890.25,890.25,支付宝,False,4.2
ORD000226,2024-04-26,C00466,华东,食品饮料,咖啡豆,4,147.52,590.1,支付宝,False,4.2
ORD000227,2025-10-27,C00512,华中,服装,女士连衣裙,2,514.56,1029.12,支付宝,False,5.0
ORD000228,2024-12-29,C00147,华东,家居用品,空气净化器,4,1164.56,4658.26,微信支付,False,4.1
ORD000229,2025-09-22,C00156,华东,服装,男士夹克,1,787.35,787.35,微信支付,False,5.0
ORD000230,2025-12-11,C00515,华北,食品饮料,坚果礼盒,3,187.97,563.91,支付宝,True,4.8
ORD000231,2025-04-10,C00146,华中,家居用品,电饭煲,2,491.15,982.31,微信支付,True,3.9
ORD000232,2024-07-02,C00512,华南,食品饮料,气泡水,2,91.45,182.91,微信支付,False,3.7
ORD000233,2025-10-21,C00269,西南,电子产品,笔记本电脑,4,7560.09,30240.37,货到付款,False,5.0
ORD000234,2024-06-14,C00411,华中,服装,运动鞋,3,703.35,2110.04,支付宝,False,4.3
ORD000235,2024-03-15,C00244,华南,家居用品,空气净化器,2,1207.74,2415.49,支付宝,False,4.3
ORD000236,2024-09-28,C00296,华北,家居用品,智能台灯,1,339.9,339.9,支付宝,False,3.8
ORD000237,2025-11-21,C00314,华北,服装,运动鞋,4,583.03,2332.1,支付宝,False,4.3
ORD000238,2025-05-17,C00569,东北,家居用品,空气净化器,4,1127.06,4508.22,银行卡,False,3.8
ORD000239,2025-07-16,C00280,西南,家居用品,智能台灯,1,341.19,341.19,支付宝,False,5.0
ORD000240,2025-08-09,C00477,东北,家居用品,空气净化器,1,1232.9,1232.9,微信支付,False,4.9
ORD000241,2025-10-17,C00119,华东,服装,运动鞋,1,586.82,586.82,支付宝,False,4.2
ORD000242,2024-12-08,C00534,华南,服装,女士连衣裙,2,562.1,1124.2,支付宝,False,4.1
ORD000243,2025-11-30,C00563,华东,家居用品,智能台灯,3,328.74,986.22,支付宝,False,4.4
ORD000244,2025-09-26,C00474,华南,电子产品,蓝牙耳机,2,885.38,1770.77,支付宝,True,4.3
ORD000245,2024-09-07,C00212,华中,食品饮料,坚果礼盒,3,223.2,669.6,微信支付,False,3.5
ORD000246,2024-05-09,C00588,华南,食品饮料,气泡水,4,93.82,375.26,货到付款,False,2.8
ORD000247,2024-12-23,C00466,华东,电子产品,笔记本电脑,3,7593.81,22781.42,微信支付,True,3.7
ORD000248,2025-11-22,C00166,华东,电子产品,智能手机,1,4623.78,4623.78,微信支付,True,4.2
ORD000249,2025-02-11,C00480,华南,电子产品,智能手机,2,4732.94,9465.88,支付宝,False,3.7
ORD000250,2025-05-09,C00383,华东,美妆个护,口红,1,283.32,283.32,银行卡,False,5.0
ORD000251,2025-09-13,C00061,华南,食品饮料,坚果礼盒,4,201.27,805.09,支付宝,False,4.1
ORD000252,2025-04-26,C00279,西南,电子产品,智能手机,2,4132.78,8265.56,银行卡,False,5.0
ORD000253,2024-03-18,C00588,华南,食品饮料,坚果礼盒,2,197.51,395.02,微信支付,False,3.9
ORD000254,2025-05-28,C00209,华北,电子产品,智能手机,1,4751.94,4751.94,支付宝,True,4.4
ORD000255,2024-11-16,C00037,华北,电子产品,笔记本电脑,2,6446.97,12893.93,微信支付,False,4.1
ORD000256,2024-10-16,C00134,西南,美妆个护,护肤套装,1,843.39,843.39,货到付款,False,4.7
ORD000257,2024-10-23,C00412,华东,食品饮料,坚果礼盒,3,194.65,583.96,支付宝,False,5.0
ORD000258,2025-11-11,C00148,东北,食品饮料,坚果礼盒,4,181.61,726.42,支付宝,False,4.8
ORD000259,2025-04-19,C00397,华北,家居用品,电饭煲,1,542.93,542.93,支付宝,False,2.7
ORD000260,2024-01-23,C00252,华东,家居用品,电饭煲,4,482.34,1929.36,微信支付,False,4.7
ORD000261,2024-06-20,C00503,华东,美妆个护,口红,2,242.08,484.15,支付宝,False,3.5
